gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score,course_diff
male,Bachelor of Business Administration,2.9,80.6,yes,8.2,good,mixed,low,hard,77.5,3
female,Bachelor of Commerce,7.64,65.2,yes,9.3,poor,coaching,high,easy,89.7,2
other,Bachelor of Technology,6.62,62.9,yes,9.3,average,online videos,low,easy,84.1,6
male,Bachelor of Arts,3.95,68.2,yes,9.9,average,online videos,medium,moderate,56.4,1
male,Bachelor of Arts,4.01,96.1,yes,6.2,average,group study,high,easy,77.7,1
female,Bachelor of Arts,7.22,98.7,yes,9.7,good,online videos,medium,easy,97.2,1
other,Bachelor of Business Administration,4.7,98.6,yes,4.3,good,online videos,low,moderate,73.4,3
female,Bachelor of Business Administration,2.7,78.8,yes,6.7,average,mixed,medium,easy,51.1,3
other,Bachelor of Science,0.33,88.5,yes,5.9,good,mixed,high,moderate,40.4,5
male,Bachelor of Commerce,2.4,50.0,yes,4.3,average,online videos,low,moderate,22.0,2
male,Diploma,1.74,71.7,yes,9.0,good,group study,high,hard,73.4,0
female,Bachelor of Business Administration,1.03,58.7,no,5.5,poor,group study,medium,moderate,21.1,3
male,Bachelor of Commerce,5.38,50.3,no,8.4,good,coaching,low,hard,69.1,2
male,Diploma,3.17,82.2,yes,4.7,average,self-study,medium,hard,51.0,0
male,Bachelor of Business Administration,0.76,40.6,yes,9.6,average,self-study,medium,easy,42.6,3
male,Bachelor of Computer Applications,2.62,91.9,yes,9.1,poor,mixed,low,moderate,72.7,4
other,Bachelor of Arts,1.12,99.4,yes,9.4,average,mixed,medium,moderate,75.2,1
other,Bachelor of Science,4.79,59.2,yes,8.2,poor,mixed,medium,hard,47.7,5
female,Bachelor of Computer Applications,3.42,48.0,yes,5.2,poor,coaching,high,moderate,39.9,4
other,Bachelor of Computer Applications,7.47,87.4,yes,7.0,average,online videos,medium,easy,77.1,4
other,Bachelor of Business Administration,4.87,88.0,yes,6.1,good,mixed,medium,hard,86.6,3
male,Bachelor of Arts,6.12,86.9,yes,4.9,good,coaching,medium,moderate,94.3,1
female,Bachelor of Technology,2.68,82.3,yes,6.0,good,group study,high,moderate,77.1,6
other,Bachelor of Science,6.04,87.3,yes,9.5,average,self-study,high,easy,73.2,5
female,Diploma,5.88,91.8,yes,8.6,average,self-study,high,easy,76.2,0
female,Bachelor of Science,7.91,42.1,yes,7.2,poor,self-study,high,moderate,75.6,5
other,Bachelor of Business Administration,5.29,99.4,yes,6.0,average,online videos,medium,moderate,69.2,3
female,Bachelor of Business Administration,7.33,85.9,no,7.2,poor,coaching,medium,easy,100.0,3
female,Bachelor of Arts,6.94,72.7,no,9.9,poor,self-study,medium,hard,61.7,1
other,Diploma,7.35,64.0,yes,5.2,poor,group study,high,easy,96.0,0
other,Bachelor of Business Administration,4.59,99.3,no,5.3,good,mixed,medium,moderate,78.6,3
female,Diploma,1.79,45.6,yes,8.9,poor,mixed,high,moderate,26.7,0
female,Bachelor of Science,4.68,86.1,yes,7.1,poor,coaching,high,easy,98.4,5
male,Bachelor of Computer Applications,7.37,48.1,yes,7.8,average,coaching,medium,moderate,71.1,4
male,Bachelor of Computer Applications,7.78,73.6,yes,6.7,poor,self-study,high,easy,89.5,4
other,Diploma,7.57,67.9,yes,4.2,average,online videos,low,moderate,67.8,0
male,Bachelor of Commerce,3.53,46.5,yes,5.0,average,mixed,medium,moderate,35.9,2
other,Bachelor of Commerce,6.43,50.7,yes,7.8,good,self-study,high,hard,72.4,2
male,Bachelor of Computer Applications,3.91,61.7,yes,6.4,average,self-study,low,hard,62.3,4
female,Bachelor of Computer Applications,5.53,59.5,yes,4.4,poor,coaching,high,hard,74.2,4
other,Bachelor of Science,3.45,54.1,no,9.3,good,group study,low,easy,41.5,5
other,Bachelor of Commerce,2.42,69.2,no,8.1,average,coaching,high,moderate,70.3,2
female,Bachelor of Computer Applications,3.54,75.7,yes,9.3,good,mixed,low,easy,64.4,4
other,Bachelor of Arts,2.46,82.9,yes,7.5,average,self-study,medium,hard,64.4,1
female,Diploma,3.39,59.4,yes,8.3,good,coaching,high,moderate,55.3,0
other,Bachelor of Business Administration,5.42,79.0,yes,7.7,good,coaching,medium,moderate,66.8,3
male,Diploma,1.61,76.5,yes,4.6,good,mixed,low,easy,32.8,0
male,Bachelor of Commerce,5.41,82.2,yes,5.3,poor,self-study,low,easy,70.6,2
female,Bachelor of Computer Applications,0.59,97.4,yes,4.4,poor,mixed,high,hard,50.6,4
other,Bachelor of Science,0.08,94.1,yes,7.3,good,mixed,medium,easy,78.5,5
other,Bachelor of Business Administration,1.86,90.2,yes,6.4,good,mixed,high,moderate,59.7,3
female,Bachelor of Commerce,1.62,82.6,yes,5.5,poor,group study,medium,hard,34.7,2
female,Bachelor of Arts,6.67,56.9,yes,6.9,good,coaching,low,moderate,63.8,1
female,Bachelor of Computer Applications,6.05,48.8,yes,6.1,good,online videos,high,easy,83.6,4
other,Bachelor of Technology,5.33,81.7,yes,9.9,average,coaching,medium,hard,89.7,6
male,Bachelor of Science,5.65,75.3,yes,8.8,average,coaching,low,moderate,83.9,5
male,Bachelor of Arts,5.3,74.0,yes,9.8,average,group study,high,moderate,81.5,1
female,Bachelor of Commerce,6.61,82.5,yes,9.6,poor,mixed,low,easy,95.2,2
male,Bachelor of Arts,4.27,77.7,yes,8.7,average,self-study,low,hard,52.8,1
male,Bachelor of Arts,0.14,53.8,yes,5.6,poor,self-study,high,moderate,40.3,1
female,Bachelor of Technology,6.91,94.8,yes,9.1,good,online videos,high,easy,100.0,6
male,Diploma,3.76,92.8,yes,7.8,good,self-study,high,moderate,70.3,0
male,Bachelor of Business Administration,7.43,47.6,yes,7.2,poor,mixed,medium,hard,69.9,3
female,Bachelor of Business Administration,7.14,75.7,yes,8.5,good,mixed,high,moderate,89.1,3
other,Bachelor of Science,3.19,94.6,yes,7.7,poor,coaching,high,moderate,79.9,5
female,Bachelor of Science,7.46,80.0,yes,7.5,average,coaching,low,hard,100.0,5
other,Bachelor of Business Administration,0.47,71.4,yes,7.6,poor,coaching,medium,easy,53.7,3
male,Bachelor of Technology,5.3,94.8,yes,8.6,average,mixed,low,easy,92.2,6
male,Bachelor of Arts,5.45,86.3,yes,7.8,good,coaching,low,hard,84.9,1
male,Diploma,6.72,79.4,yes,8.4,good,mixed,medium,hard,82.3,0
other,Diploma,3.77,65.9,yes,8.0,poor,coaching,medium,easy,63.9,0
male,Bachelor of Arts,1.92,86.6,yes,4.8,poor,mixed,medium,moderate,37.5,1
male,Bachelor of Science,0.35,92.3,yes,8.0,good,self-study,high,hard,57.3,5
male,Bachelor of Technology,3.74,49.9,yes,9.9,average,mixed,low,moderate,60.6,6
other,Bachelor of Science,3.63,81.8,yes,5.3,good,self-study,low,moderate,64.0,5
female,Bachelor of Science,2.85,81.9,yes,7.1,good,coaching,medium,easy,56.0,5
female,Bachelor of Arts,5.09,48.8,yes,6.6,good,self-study,low,easy,58.9,1
male,Bachelor of Computer Applications,4.25,90.9,yes,6.7,poor,mixed,low,moderate,50.0,4
other,Bachelor of Arts,0.92,91.9,yes,8.5,poor,self-study,medium,easy,37.3,1
male,Bachelor of Computer Applications,0.38,48.1,yes,5.3,good,mixed,low,moderate,35.2,4
male,Bachelor of Science,7.13,83.9,yes,9.7,average,group study,medium,moderate,89.3,5
other,Bachelor of Commerce,5.94,54.1,yes,6.9,poor,self-study,low,hard,34.3,2
other,Bachelor of Business Administration,3.71,53.9,yes,8.6,poor,online videos,medium,easy,46.9,3
female,Bachelor of Technology,3.97,47.6,yes,5.2,average,coaching,high,easy,59.5,6
other,Diploma,0.92,81.2,no,9.1,poor,mixed,medium,hard,44.8,0
female,Diploma,2.11,94.5,yes,6.6,good,self-study,low,easy,53.3,0
female,Bachelor of Computer Applications,6.6,74.5,yes,6.5,good,group study,medium,moderate,98.2,4
female,Bachelor of Business Administration,1.01,55.5,yes,5.2,poor,mixed,low,easy,19.599,3
female,Bachelor of Science,0.83,51.4,no,9.2,poor,self-study,low,moderate,23.6,5
other,Bachelor of Science,4.47,50.0,no,9.3,poor,online videos,high,moderate,36.3,5
female,Bachelor of Science,6.72,52.3,no,8.0,good,mixed,low,moderate,72.2,5
male,Bachelor of Technology,3.03,73.2,yes,8.1,average,online videos,low,easy,62.9,6
female,Bachelor of Arts,5.17,99.4,yes,7.5,average,self-study,medium,easy,100.0,1
female,Diploma,7.22,96.1,yes,6.6,poor,group study,medium,moderate,90.6,0
female,Bachelor of Business Administration,7.13,45.6,yes,8.4,average,online videos,medium,easy,72.9,3
female,Diploma,3.74,52.1,yes,4.8,average,online videos,low,hard,53.1,0
female,Diploma,2.36,80.9,yes,6.8,good,mixed,high,hard,60.5,0
other,Bachelor of Business Administration,4.59,81.4,yes,8.9,average,group study,low,easy,73.8,3
other,Bachelor of Technology,7.39,52.6,yes,6.9,good,online videos,high,easy,86.5,6
other,Diploma,5.45,97.4,yes,9.5,poor,self-study,medium,easy,88.2,0
female,Bachelor of Arts,7.64,75.2,yes,8.2,good,self-study,high,moderate,93.2,1
male,Bachelor of Arts,4.63,71.7,no,6.0,average,coaching,medium,moderate,75.8,1
male,Diploma,0.17,89.4,yes,7.1,good,mixed,medium,easy,49.0,0
other,Bachelor of Business Administration,3.58,62.5,yes,7.2,poor,group study,low,hard,47.6,3
other,Bachelor of Technology,7.23,82.9,yes,5.9,average,online videos,medium,moderate,83.4,6
male,Bachelor of Computer Applications,0.27,95.1,no,8.4,average,online videos,high,easy,57.9,4
male,Diploma,4.94,97.0,yes,8.3,average,group study,high,easy,83.4,0
other,Bachelor of Science,3.02,42.4,yes,8.2,poor,mixed,low,hard,39.3,5
male,Bachelor of Arts,3.23,44.4,yes,7.4,good,coaching,low,easy,50.3,1
male,Bachelor of Technology,4.54,82.5,no,8.9,poor,mixed,low,easy,63.7,6
other,Bachelor of Computer Applications,3.29,40.6,yes,6.3,average,mixed,low,moderate,40.0,4
male,Bachelor of Science,7.36,79.8,no,8.3,poor,group study,medium,moderate,81.3,5
male,Bachelor of Commerce,2.43,89.3,yes,8.3,good,online videos,low,hard,48.4,2
other,Bachelor of Business Administration,6.07,45.4,yes,5.7,good,group study,medium,hard,83.7,3
male,Bachelor of Computer Applications,0.74,41.4,yes,8.0,poor,online videos,high,moderate,24.3,4
other,Bachelor of Commerce,2.66,70.5,no,5.1,good,group study,low,easy,67.1,2
female,Diploma,1.26,99.2,no,6.0,average,mixed,high,moderate,49.2,0
female,Bachelor of Technology,1.76,72.1,no,7.5,poor,mixed,low,moderate,61.2,6
other,Bachelor of Science,4.52,98.5,yes,6.7,poor,group study,medium,hard,76.3,5
male,Bachelor of Technology,2.74,82.1,yes,7.7,average,coaching,high,easy,59.7,6
male,Bachelor of Computer Applications,0.39,58.1,yes,8.7,good,online videos,low,moderate,40.8,4
male,Bachelor of Commerce,6.91,54.5,yes,8.2,average,coaching,medium,moderate,87.5,2
female,Bachelor of Technology,5.4,76.3,yes,5.4,average,online videos,low,moderate,79.6,6
other,Bachelor of Computer Applications,7.64,60.0,yes,5.8,average,online videos,low,easy,71.5,4
male,Bachelor of Science,6.4,54.3,yes,7.3,good,online videos,medium,hard,84.4,5
female,Bachelor of Business Administration,4.47,63.7,yes,9.6,good,coaching,high,hard,82.2,3
female,Bachelor of Arts,3.68,72.0,yes,4.2,average,group study,high,moderate,45.6,1
male,Bachelor of Technology,7.57,95.4,yes,6.7,good,mixed,low,hard,99.9,6
female,Bachelor of Business Administration,3.39,97.3,yes,4.7,good,mixed,high,moderate,72.5,3
male,Diploma,4.36,83.8,no,5.0,poor,coaching,medium,moderate,69.2,0
male,Bachelor of Commerce,2.67,54.5,yes,8.1,poor,self-study,medium,moderate,50.7,2
female,Bachelor of Computer Applications,2.25,67.6,yes,7.3,good,mixed,low,easy,69.4,4
other,Bachelor of Science,6.76,45.9,yes,7.6,poor,online videos,low,easy,51.8,5
female,Bachelor of Science,1.98,74.2,yes,4.8,poor,group study,medium,moderate,37.6,5
female,Bachelor of Science,1.15,78.4,yes,4.2,good,self-study,medium,hard,41.7,5
other,Bachelor of Science,5.82,63.9,yes,6.1,poor,self-study,medium,easy,65.0,5
other,Bachelor of Science,6.73,53.1,yes,8.3,poor,self-study,low,moderate,62.5,5
other,Bachelor of Business Administration,7.42,99.2,no,4.3,good,coaching,low,moderate,95.3,3
other,Bachelor of Technology,5.34,42.4,yes,5.4,poor,mixed,low,easy,45.6,6
other,Bachelor of Arts,2.79,83.9,yes,5.0,average,mixed,high,moderate,52.5,1
other,Bachelor of Science,4.09,81.3,yes,7.5,poor,group study,high,easy,57.3,5
other,Bachelor of Science,1.49,73.6,yes,9.3,good,group study,high,moderate,54.1,5
other,Bachelor of Computer Applications,1.7,51.2,yes,7.0,good,online videos,medium,moderate,51.1,4
female,Bachelor of Arts,7.17,91.2,yes,8.3,average,online videos,medium,moderate,80.1,1
male,Bachelor of Commerce,6.79,76.6,no,6.3,average,online videos,high,moderate,100.0,2
female,Bachelor of Business Administration,2.23,80.7,yes,9.9,poor,group study,low,moderate,29.8,3
other,Diploma,3.04,82.5,yes,6.3,good,online videos,low,moderate,54.1,0
other,Bachelor of Science,7.67,47.2,yes,4.1,poor,coaching,low,hard,70.0,5
female,Bachelor of Science,3.14,68.0,yes,9.1,average,coaching,low,easy,65.1,5
male,Bachelor of Business Administration,2.62,87.4,yes,9.5,average,self-study,medium,moderate,63.2,3
male,Bachelor of Arts,1.6,63.9,yes,7.1,good,online videos,high,moderate,51.4,1
female,Bachelor of Business Administration,3.26,83.9,yes,4.2,good,self-study,low,moderate,63.0,3
female,Bachelor of Science,2.91,62.5,no,5.8,poor,group study,low,easy,28.5,5
female,Diploma,5.88,88.2,no,7.0,good,online videos,high,moderate,98.2,0
male,Bachelor of Technology,2.78,90.7,yes,5.2,average,online videos,low,hard,41.3,6
male,Bachelor of Science,3.67,90.0,no,7.2,good,coaching,medium,easy,72.3,5
female,Bachelor of Business Administration,2.57,79.2,yes,7.1,average,group study,high,easy,58.3,3
female,Bachelor of Arts,2.56,70.3,yes,4.2,poor,group study,high,hard,55.5,1
other,Bachelor of Commerce,2.01,91.3,yes,4.7,good,self-study,low,easy,56.8,2
male,Diploma,3.98,62.8,yes,6.4,good,self-study,high,moderate,77.5,0
female,Bachelor of Commerce,3.43,97.7,yes,8.8,good,self-study,high,hard,73.5,2
other,Bachelor of Business Administration,0.46,89.9,no,7.2,average,self-study,low,easy,47.1,3
male,Bachelor of Commerce,7.44,56.1,yes,8.0,average,group study,high,moderate,72.5,2
male,Bachelor of Arts,2.79,62.5,yes,5.0,poor,self-study,medium,moderate,48.0,1
male,Bachelor of Computer Applications,6.06,93.8,yes,5.9,average,group study,low,easy,80.2,4
female,Bachelor of Commerce,7.26,55.2,yes,9.6,poor,mixed,medium,moderate,73.2,2
other,Bachelor of Commerce,0.09,44.9,yes,8.4,average,online videos,medium,moderate,24.2,2
female,Bachelor of Computer Applications,0.99,44.7,yes,9.4,good,coaching,high,hard,66.6,4
female,Bachelor of Technology,1.52,92.0,yes,7.7,good,group study,medium,easy,62.9,6
other,Bachelor of Arts,7.09,62.3,yes,5.3,average,group study,high,moderate,91.5,1
female,Bachelor of Science,4.37,52.7,yes,8.7,good,online videos,high,moderate,66.9,5
female,Bachelor of Arts,2.49,56.0,yes,7.1,average,online videos,high,moderate,58.6,1
other,Bachelor of Business Administration,0.35,75.6,yes,6.2,poor,self-study,low,moderate,46.5,3
male,Bachelor of Arts,0.28,65.1,no,8.7,poor,coaching,high,easy,53.7,1
other,Diploma,4.62,48.6,no,7.5,average,group study,low,moderate,67.7,0
male,Diploma,5.62,69.5,yes,6.4,average,self-study,high,hard,84.8,0
female,Bachelor of Science,3.08,79.2,yes,6.1,good,mixed,high,moderate,79.5,5
male,Bachelor of Business Administration,2.3,63.7,yes,5.2,good,group study,low,moderate,49.2,3
female,Bachelor of Commerce,6.45,77.0,no,5.6,good,group study,low,easy,91.2,2
female,Bachelor of Computer Applications,6.92,82.1,yes,6.2,good,online videos,low,moderate,85.4,4
male,Bachelor of Arts,3.07,79.0,yes,9.1,poor,coaching,low,easy,60.4,1
other,Diploma,5.99,48.5,yes,8.6,average,mixed,low,moderate,66.2,0
other,Diploma,6.96,66.2,yes,5.8,average,coaching,medium,hard,88.8,0
male,Bachelor of Technology,3.04,94.5,no,9.9,poor,online videos,high,moderate,69.4,6
female,Bachelor of Technology,1.29,49.5,yes,8.9,poor,mixed,high,hard,29.9,6
other,Bachelor of Technology,2.95,92.5,yes,8.8,poor,online videos,medium,moderate,80.1,6
other,Bachelor of Computer Applications,0.5,66.8,no,5.8,good,online videos,low,moderate,37.1,4
male,Bachelor of Science,0.28,76.2,yes,6.1,poor,self-study,high,moderate,41.7,5
male,Bachelor of Computer Applications,6.6,58.9,yes,8.9,average,self-study,medium,easy,88.9,4
female,Bachelor of Commerce,6.82,83.6,yes,4.9,good,online videos,low,easy,68.4,2
female,Bachelor of Commerce,5.18,50.7,no,7.9,poor,mixed,low,moderate,65.3,2
male,Bachelor of Business Administration,6.85,85.8,yes,6.8,average,online videos,high,easy,78.4,3
female,Bachelor of Computer Applications,7.48,48.6,yes,9.3,average,group study,low,moderate,74.9,4
female,Bachelor of Arts,5.49,50.3,yes,8.5,poor,online videos,high,moderate,76.3,1
female,Bachelor of Business Administration,7.29,40.6,yes,7.8,average,mixed,high,easy,89.1,3
female,Bachelor of Computer Applications,7.36,91.8,yes,9.3,average,self-study,low,hard,81.3,4
other,Bachelor of Science,2.2,90.7,yes,9.2,average,mixed,medium,moderate,49.3,5
other,Bachelor of Business Administration,7.6,63.5,no,9.7,average,group study,high,easy,66.4,3
other,Bachelor of Commerce,7.87,40.6,yes,4.8,poor,self-study,high,moderate,83.8,2
male,Bachelor of Science,2.24,96.0,yes,7.0,poor,coaching,low,moderate,37.1,5
female,Bachelor of Commerce,5.02,50.3,yes,8.3,average,coaching,high,moderate,73.6,2
male,Bachelor of Science,1.76,48.9,yes,6.8,poor,mixed,medium,easy,29.6,5
other,Bachelor of Commerce,3.15,52.7,no,8.5,poor,mixed,high,moderate,36.5,2
female,Bachelor of Technology,4.99,55.4,yes,6.6,average,self-study,high,moderate,55.4,6
male,Bachelor of Computer Applications,0.3,95.9,yes,4.8,good,online videos,low,moderate,40.9,4
other,Bachelor of Commerce,5.17,77.7,yes,7.2,poor,self-study,high,hard,76.0,2
female,Bachelor of Business Administration,3.89,60.5,yes,4.4,average,online videos,medium,moderate,54.9,3
male,Bachelor of Computer Applications,0.99,85.8,yes,9.0,average,self-study,high,hard,45.7,4
male,Bachelor of Computer Applications,5.48,86.4,yes,4.3,poor,mixed,medium,moderate,55.6,4
other,Bachelor of Technology,7.54,54.8,yes,9.6,poor,group study,medium,moderate,87.3,6
male,Bachelor of Arts,0.08,50.5,no,5.3,average,self-study,medium,moderate,21.5,1
female,Bachelor of Commerce,3.5,49.2,yes,7.9,poor,online videos,high,hard,43.0,2
other,Bachelor of Commerce,1.01,61.4,yes,9.0,average,mixed,low,moderate,53.2,2
male,Bachelor of Computer Applications,1.66,41.7,yes,9.4,good,group study,high,easy,44.1,4
male,Bachelor of Technology,3.93,66.5,yes,6.8,poor,mixed,medium,easy,56.2,6
male,Bachelor of Commerce,2.33,52.1,yes,4.5,poor,mixed,low,hard,41.9,2
other,Bachelor of Computer Applications,5.19,86.0,yes,7.6,poor,group study,high,moderate,78.5,4
female,Bachelor of Commerce,2.11,59.8,yes,7.2,poor,group study,medium,moderate,33.1,2
male,Bachelor of Technology,6.21,79.1,yes,5.0,poor,self-study,high,hard,62.5,6
male,Bachelor of Science,1.47,80.9,no,5.5,good,coaching,low,easy,61.1,5
other,Bachelor of Commerce,7.26,87.7,yes,9.1,average,mixed,high,moderate,89.2,2
male,Bachelor of Science,3.2,68.5,yes,7.2,good,coaching,low,easy,67.4,5
male,Bachelor of Business Administration,0.44,64.0,yes,6.4,good,online videos,medium,moderate,30.5,3
female,Bachelor of Science,0.8,55.4,yes,8.7,poor,self-study,low,hard,35.3,5
female,Bachelor of Computer Applications,4.26,40.6,yes,7.8,average,group study,low,moderate,63.8,4
female,Bachelor of Commerce,7.29,49.4,yes,5.6,good,self-study,low,hard,75.2,2
other,Bachelor of Technology,4.12,53.3,no,7.7,good,mixed,medium,hard,70.1,6
male,Bachelor of Technology,3.6,79.5,yes,6.2,average,mixed,low,easy,46.4,6
female,Bachelor of Business Administration,6.18,87.5,no,8.7,poor,group study,high,moderate,63.0,3
male,Bachelor of Computer Applications,1.81,67.5,no,7.4,poor,mixed,high,easy,44.1,4
female,Bachelor of Technology,5.41,89.3,yes,4.1,average,group study,low,hard,57.3,6
male,Bachelor of Commerce,1.75,62.4,yes,5.7,good,online videos,low,moderate,44.0,2
other,Bachelor of Computer Applications,6.76,79.3,yes,8.3,good,online videos,medium,moderate,98.8,4
other,Diploma,7.05,73.4,yes,6.0,good,online videos,high,easy,62.1,0
other,Bachelor of Computer Applications,1.56,49.0,yes,5.3,good,coaching,medium,easy,53.8,4
male,Bachelor of Business Administration,1.15,67.7,yes,8.8,poor,online videos,low,moderate,36.3,3
male,Bachelor of Computer Applications,5.79,98.1,yes,9.9,average,mixed,low,hard,89.2,4
other,Bachelor of Commerce,5.22,49.0,yes,4.3,average,coaching,high,easy,83.7,2
female,Bachelor of Technology,4.97,64.3,yes,4.7,poor,online videos,high,moderate,54.3,6
male,Bachelor of Arts,4.08,59.9,yes,5.0,good,group study,high,easy,67.2,1
female,Bachelor of Arts,1.03,84.8,yes,4.7,average,group study,high,moderate,45.7,1
other,Bachelor of Computer Applications,5.76,42.3,no,4.8,good,mixed,high,moderate,86.1,4
other,Bachelor of Science,1.3,67.2,no,4.1,poor,self-study,medium,moderate,30.4,5
male,Diploma,4.34,55.9,yes,5.5,poor,mixed,low,moderate,54.0,0
male,Bachelor of Arts,2.77,57.9,yes,5.8,average,online videos,low,easy,38.1,1
other,Bachelor of Arts,2.65,64.4,no,6.8,average,mixed,low,moderate,50.1,1
female,Diploma,6.66,57.5,yes,5.5,poor,mixed,high,hard,77.4,0
other,Bachelor of Arts,3.65,74.1,no,5.8,average,self-study,low,easy,50.9,1
other,Bachelor of Technology,3.95,57.2,yes,4.3,average,coaching,low,easy,47.7,6
female,Bachelor of Science,7.17,95.0,yes,9.5,average,self-study,high,moderate,85.9,5
female,Bachelor of Business Administration,4.47,66.8,yes,4.7,average,online videos,high,hard,80.4,3
female,Bachelor of Science,6.41,49.3,yes,5.3,poor,mixed,high,moderate,65.2,5
female,Bachelor of Science,6.9,57.3,yes,5.6,good,self-study,medium,moderate,91.7,5
male,Bachelor of Commerce,5.56,87.8,yes,9.1,poor,self-study,medium,easy,77.2,2
other,Bachelor of Arts,1.15,46.5,yes,6.8,good,coaching,medium,moderate,56.2,1
female,Bachelor of Technology,0.95,62.8,yes,6.0,poor,group study,medium,easy,28.6,6
male,Bachelor of Arts,3.47,96.9,yes,5.9,poor,mixed,medium,moderate,74.5,1
female,Bachelor of Computer Applications,0.51,40.6,yes,7.1,poor,group study,high,moderate,36.6,4
female,Bachelor of Arts,2.41,98.3,yes,4.6,good,online videos,medium,easy,79.3,1
other,Bachelor of Business Administration,1.67,61.5,yes,9.5,good,self-study,low,moderate,39.6,3
other,Bachelor of Business Administration,0.31,52.7,yes,6.4,good,group study,high,moderate,44.8,3
female,Bachelor of Arts,3.19,89.5,yes,6.1,average,coaching,low,hard,82.6,1
other,Diploma,1.99,68.2,yes,7.9,good,self-study,medium,hard,45.4,0
male,Bachelor of Business Administration,0.82,46.3,no,5.4,poor,online videos,low,moderate,19.599,3
other,Bachelor of Computer Applications,5.84,80.0,yes,7.6,poor,online videos,medium,easy,76.7,4
female,Bachelor of Business Administration,7.3,86.7,yes,8.7,poor,group study,high,easy,87.0,3
female,Diploma,4.97,67.1,no,8.4,average,self-study,high,easy,72.6,0
female,Bachelor of Arts,7.43,82.9,no,6.9,average,coaching,low,moderate,81.9,1
male,Bachelor of Science,1.33,46.4,no,6.2,average,self-study,low,hard,30.5,5
other,Bachelor of Science,6.14,41.9,yes,7.5,poor,self-study,low,hard,63.3,5
female,Diploma,3.27,53.1,yes,8.5,poor,coaching,medium,hard,56.1,0
other,Bachelor of Computer Applications,3.92,98.9,yes,5.7,good,mixed,low,moderate,84.7,4
male,Bachelor of Commerce,5.31,50.5,yes,4.8,good,self-study,low,easy,40.2,2
male,Bachelor of Arts,6.27,95.2,yes,7.9,good,online videos,medium,hard,94.0,1
other,Bachelor of Technology,0.48,57.8,yes,5.0,good,self-study,low,hard,35.7,6
other,Diploma,3.11,69.5,yes,6.2,average,group study,medium,moderate,54.1,0
male,Bachelor of Arts,6.12,82.3,yes,5.2,poor,self-study,low,moderate,82.5,1
male,Bachelor of Commerce,4.28,50.2,yes,6.7,good,self-study,high,easy,64.0,2
female,Bachelor of Science,2.73,52.0,yes,7.7,average,self-study,high,hard,45.3,5
male,Bachelor of Technology,0.32,55.2,yes,6.6,average,group study,high,moderate,41.0,6
female,Bachelor of Computer Applications,0.08,68.6,yes,4.8,good,coaching,high,moderate,35.2,4
male,Bachelor of Science,3.4,60.8,yes,4.3,average,group study,high,moderate,49.9,5
male,Bachelor of Technology,3.87,45.2,yes,5.6,good,online videos,low,moderate,41.3,6
male,Diploma,1.83,56.0,yes,5.2,average,coaching,low,easy,23.7,0
male,Bachelor of Arts,6.4,89.6,yes,8.5,poor,self-study,low,moderate,66.7,1
male,Bachelor of Technology,5.79,71.0,yes,5.7,poor,mixed,medium,moderate,73.6,6
female,Bachelor of Commerce,1.51,96.8,yes,6.2,average,group study,low,moderate,50.4,2
male,Bachelor of Arts,1.5,56.6,yes,6.4,average,self-study,low,easy,46.6,1
male,Bachelor of Science,6.92,55.7,yes,8.2,good,online videos,high,moderate,78.5,5
male,Diploma,7.35,65.5,no,6.9,poor,mixed,low,moderate,64.6,0
other,Diploma,7.88,44.8,yes,5.2,average,coaching,medium,moderate,83.3,0
male,Diploma,5.49,59.0,yes,5.1,average,online videos,medium,easy,70.7,0
other,Bachelor of Arts,7.43,61.6,yes,5.9,average,self-study,medium,moderate,77.7,1
male,Diploma,1.19,77.3,yes,6.6,average,self-study,medium,easy,42.8,0
male,Bachelor of Commerce,1.25,48.5,yes,6.2,average,group study,high,hard,46.8,2
female,Bachelor of Arts,0.33,93.3,yes,7.5,good,self-study,low,easy,44.3,1
other,Bachelor of Computer Applications,4.31,92.6,yes,8.3,average,mixed,medium,easy,83.5,4
male,Bachelor of Arts,1.77,71.8,yes,8.5,poor,self-study,medium,moderate,35.6,1
male,Bachelor of Computer Applications,4.55,65.3,yes,6.4,good,self-study,medium,moderate,62.6,4
other,Bachelor of Technology,0.08,81.9,yes,6.8,average,coaching,medium,hard,46.8,6
male,Bachelor of Arts,4.23,52.2,yes,9.7,good,coaching,low,moderate,85.0,1
male,Bachelor of Computer Applications,7.11,73.8,yes,7.7,good,coaching,medium,easy,100.0,4
male,Bachelor of Science,5.81,57.2,yes,7.6,average,self-study,medium,hard,42.9,5
other,Bachelor of Commerce,2.94,95.4,yes,7.5,poor,online videos,medium,moderate,75.8,2
other,Diploma,0.55,68.8,yes,4.3,average,coaching,low,hard,48.7,0
other,Bachelor of Business Administration,1.96,70.4,yes,4.6,average,mixed,low,hard,59.0,3
female,Bachelor of Commerce,4.03,85.8,yes,5.7,poor,group study,low,hard,66.7,2
male,Bachelor of Commerce,2.06,87.1,yes,9.0,poor,online videos,high,hard,47.6,2
male,Bachelor of Science,6.21,54.1,yes,6.8,poor,group study,high,moderate,60.6,5
other,Bachelor of Computer Applications,7.48,76.6,yes,8.0,good,mixed,low,easy,79.3,4
